시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
센텀시티역,부산광역시,해운대구,26350,부산광역시 해운대구 센텀남대로 76,부산광역시 해운대구 우동 1524,35.1692748,129.132362,지하철 11번 출구 근처,5:00,0:00,5:00,0:00,5:00,0:00,1,N,Y,센텀시티역,051-678-6206,2025.12.16,3330000,부산광역시 해운대구
장산역,부산광역시,해운대구,26350,부산광역시 해운대구 해운대로 820,부산광역시 해운대구 좌동 1491,35.1699309,129.176951,지하철 고객서비스센터에서 9번 출구 방향,5:00,0:40,5:00,0:40,5:00,0:40,1,N,Y,장산역,051-678-6201,2025.12.16,3330000,부산광역시 해운대구
벡스코역,부산광역시,해운대구,26350,부산광역시 해운대구 해운대로 396,부산광역시 해운대구 우동 1086-3,35.1688892,129.138878,지하철 고객서비스센터에서 8번 출구 방향,5:00,0:30,5:00,0:30,5:00,0:30,1,N,Y,벡스코역,051-678-6205,2025.12.16,3330000,부산광역시 해운대구
중동역,부산광역시,해운대구,26350,부산광역시 해운대구 해운대로 730,부산광역시 해운대구 중동 1783-1,35.1666496,129.168616,지하철 중동역 만남의 광장,5:00,23:10,5:00,23:10,5:00,23:10,1,N,Y,중동역,051-678-6202,2025.12.16,3330000,부산광역시 해운대구
반여농산물시장역,부산광역시,해운대구,26350,부산광역시 해운대구 반송로 550,부산광역시 해운대구 석대동 507-1,35.2177568,129.124019,지하철 1번 출구 오른쪽 기둥 옆,5:00,0:00,5:00,0:00,5:00,0:00,1,N,Y,반여농산물시장역,051-678-6409,2025.12.16,3330000,부산광역시 해운대구
이기대 해안산책로,부산광역시,남구,33101,,부산광역시 남구 용호동 산12번지,35.127007,129.120208,해안산책로 끝,0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
감만종합사회복지관,부산광역시,남구,33101,부산광역시 남구 우암로 84-1,,35.1184703,129.081347,건물밖 화단 인근(캐노피),0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
남구장애인복지관,부산광역시,남구,33101,부산광역시 남구 조각공원로11번길 38,,35.1292343,129.099221,1층 주간보호센터 쪽 복도,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
대연수목전시원,부산광역시,남구,33101,부산광역시 남구 신선로447번길 24,,35.1254455,129.098544,아열대식물체험관 입구 오른편,0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
부산환경공단 남부사업소,부산광역시,남구,33101,부산광역시 남구 이기대공원로11,,35.125801,129.116416,환경공원 입구(경비실 인근),0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
부산분포문화체육센터,부산광역시,남구,33101,부산광역시 남구 분포로 97,,35.1320534,129.115223,1층 북카페 출입구,6:00,22:00,9:00,18:00,9:00,18:00,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
부산문화회관,부산광역시,남구,33101,부산광역시 남구 유엔평화로76번길 1,,35.127186,129.093477,1층 대극장 밖 좌측(캐노피),0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
국제금융센터·부산은행역,부산광역시,남구,33101,부산광역시 남구 전포대로 97 지하,,35.145732,129.06674,전기실 맞은편,6:00,23:59,6:00,23:59,6:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
지게골역,부산광역시,남구,33101,부산광역시 남구 수영로 70 지하,,35.1356241,129.074234,지게골역 교통카드자동보충기(ACM-86) 옆,6:00,23:59,6:00,23:59,6:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
남구청,부산광역시,남구,33101,부산광역시 남구 못골로 19,,35.1365006,129.084435,1층 부산은행 맞은편,0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,부산광역시 남구청,051-607-4338,2025.12.16,3310000,부산광역시 남구
못골역,부산광역시,남구,33101,부산광역시 남구 수영로 170 지하,,35.1347182,129.084843,4번 출구,6:00,23:59,6:00,23:59,6:00,23:59,2,N,Y,부산광역시 보조기기센터,051-790-6190,2025.12.16,3310000,부산광역시 남구
문현역,부산광역시,남구,33101,부산광역시 남구 전포대로 17 지하,,35.139156,129.067279,1번 출구,6:00,23:59,6:00,23:59,6:00,23:59,2,N,Y,부산광역시 보조기기센터,051-790-6190,2025.12.16,3310000,부산광역시 남구
대연역,부산광역시,남구,33101,부산광역시 남구 수영로 242 지하,,35.1351199,129.092299,1번 출구,6:00,23:59,6:00,23:59,6:00,23:59,2,N,Y,부산광역시 보조기기센터,051-790-6190,2025.12.16,3310000,부산광역시 남구
혜남학교,부산광역시,남구,33101,부산광역시 남구 진남로166번길 10-19,,35.1415019,129.082256,1층 복도 좌측 도서관,8:30,16:30,0:00,0:00,0:00,0:00,2,N,Y,부산광역시 보조기기센터,051-790-6190,2025.12.16,3310000,부산광역시 남구
